pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,tiebreakScore,returnerName,shotHitBy,isInsideOut,isInsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement
0-15,5-2,1-0,,5779922,,,120,,2,Ad,Motka Komac,Near,,,,,,,,,,136.0,485.0,Down the Line,Forehand,,,,,,,,,,109.0,-272.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-15,5-2,1-0,,5780697,,,120,,3,Deuce,Motka Komac,Near,,,,,,,,,,125.0,-525.0,Crosscourt,Forehand,,,,,,,,,,-3.0,408.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
0-15,5-2,1-0,,5781999,,,120,,4,Ad,Motka Komac,Near,,,,,,,,,,0.0,541.0,Down the Line,Forehand,,,,,,,,,,-118.0,-69.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-15,5-2,1-0,,5783331,,,120,,5,Ad,Motka Komac,Near,,,,,,,,,,-118.0,-493.0,Crosscourt,Backhand,,,,,,,,,,18.0,378.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
0-15,5-2,1-0,,5784766,,,120,,6,Deuce,Motka Komac,Near,,,,,,,,,,-6.0,514.0,Crosscourt,Backhand,,,,,,,,,,18.0,-333.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-15,5-2,1-0,,5786276,,,120,,7,Ad,Motka Komac,Near,,,,,,,,,,-24.0,-533.0,Down the Line,Forehand,,,,,,,,,,-48.0,147.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
0-15,5-2,1-0,,5787597,,,120,,8,Deuce,Motka Komac,Near,,,,,,,,,,-35.0,482.0,Down the Line,Forehand,,,,,,,,,,-110.0,-203.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-15,5-2,1-0,,5788788,,,120,,9,Ad,Motka Komac,Near,,,,,,,,,,-147.0,-522.0,Crosscourt,Backhand,,,,,,,,,,98.0,349.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
0-15,5-2,1-0,,5790544,,,120,,10,Ad,Motka Komac,Near,,,,,,,,,,106.0,498.0,Crosscourt,Backhand,,,,,,,,,,-75.0,-333.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-15,5-2,1-0,,5791757,,,120,,11,Ad,Motka Komac,Near,,,,,,,,,,-72.0,-522.0,Down the Line,Backhand,,,,,,,,,,-54.0,365.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
0-15,5-2,1-0,,5792808,,,120,,12,Deuce,Motka Komac,Near,,,,,,,,,,-32.0,509.0,Crosscourt,Forehand,,,,,,,,,,104.0,-354.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-15,5-2,1-0,,5794487,,,120,,13,Deuce,Motka Komac,Near,,,,,,,,,,122.0,-533.0,Down the Line,Forehand,,,,,,,,,,77.0,325.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
0-15,5-2,1-0,,5795771,,,120,,14,Ad,Motka Komac,Near,,,,,,,,,,50.0,509.0,Crosscourt,Backhand,,,,,,,,,,-43.0,-187.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-15,5-2,1-0,,5796928,,,120,,15,Ad,Motka Komac,Near,,,,,,,,,,-75.0,-493.0,Down the Line,Backhand,1.0,,,,,,,,,-80.0,416.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
0-15,5-2,1-0,,5799074,,,120,,16,Deuce,Motka Komac,Near,,,,,,,,,,-80.0,501.0,Crosscourt,Forehand,,,,,,,,,,88.0,-184.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-15,5-2,1-0,,5800459,,,120,,17,Deuce,Motka Komac,Near,,,,,,,,,,128.0,-504.0,Crosscourt,Forehand,,,,,,,,,,-70.0,195.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
0-15,5-2,1-0,,5801741,,,120,,18,Deuce,Motka Komac,Near,,,,,,,,,,-126.0,482.0,Crosscourt,Forehand,,,,,,,,,,74.0,-210.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-15,5-2,1-0,,5801900,1.0,,120,,19,Deuce,Motka Komac,Near,,,,,,,,,,-128.0,490.0,Crosscourt,Forehand,,,,,,,,,,69.0,0.0,,,,1.0,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,Elise Wagle,1,,
15-15,5-2,1-0,1.0,5803506,,,121,,1,Deuce,Motka Komac,Near,1.0,Body,-80.0,185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,1st Serve In,Body
15-15,5-2,1-0,,5835332,,,121,,2,Deuce,Motka Komac,Near,,,,,,,,,,-142.0,490.0,Crosscourt,Forehand,,,,,,,,,,32.0,-216.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
15-15,5-2,1-0,,5837223,,,121,,3,Deuce,Motka Komac,Near,,,,,,,,,,56.0,-413.0,Crosscourt,Forehand,,,,,,,,,,-83.0,256.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
15-15,5-2,1-0,,5838387,,,121,,4,Deuce,Motka Komac,Near,,,,,,,,,,-128.0,509.0,Down the Line,Forehand,1.0,,,,,,,,,-8.0,-128.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
15-15,5-2,1-0,,5839610,1.0,,121,,5,Ad,Motka Komac,Near,,,,,,,,,,-27.0,-139.0,Down the Line,Forehand,,1.0,,,,,,1.0,,-147.0,325.0,1.0,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,Motka Komac,0,,
15-30,5-2,1-0,1.0,5840544,,,122,,1,Ad,Motka Komac,Near,0.0,Body,88.0,1.0,1.0,Body,64.0,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,2nd Serve In,Body
15-30,5-2,1-0,,5880971,,,122,,2,Ad,Motka Komac,Near,,,,,,,,,,106.0,480.0,Crosscourt,Forehand,,,,,,,,,,-99.0,-213.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
15-30,5-2,1-0,,5882716,,,122,,3,Ad,Motka Komac,Near,,,,,,,,,,-227.0,-546.0,Crosscourt,Backhand,,,,,,,,,,93.0,264.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
15-30,5-2,1-0,,5883871,,,122,,4,Ad,Motka Komac,Near,,,,,,,,,,117.0,445.0,Down the Line,Backhand,,,,,,,,,,122.0,-266.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
15-30,5-2,1-0,,5884944,1.0,,122,,5,Deuce,Motka Komac,Near,,,,,,,,,,157.0,-565.0,Down the Line,Forehand,,,,,,,,,,74.0,-312.0,,,,1.0,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,Elise Wagle,1,,
30-30,5-2,1-0,1.0,5886663,,,123,,1,Deuce,Motka Komac,Near,1.0,T,-11.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,1st Serve In,T
30-30,5-2,1-0,,5918038,,,123,,2,Deuce,Motka Komac,Near,,,,,,,,,,-120.0,490.0,Down the Line,Backhand,,,,,,,,,1.0,-27.0,-48.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
30-30,5-2,1-0,,5921523,1.0,,123,,3,Ad,Motka Komac,Near,,,,,,,,,,-80.0,-56.0,Down the Line,Forehand,,,1.0,,,,,,,-72.0,173.0,1.0,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,Motka Komac,0,,
30-40,5-2,1-0,1.0,5925630,,,124,,1,Ad,Motka Komac,Near,1.0,Wide,120.0,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,1st Serve In,Wide
30-40,5-2,1-0,,5948622,,,124,,2,Ad,Motka Komac,Near,,,,,,,,,,93.0,501.0,Down the Line,Backhand,,,,,,,,,,112.0,-234.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
30-40,5-2,1-0,,5950617,,,124,,3,Deuce,Motka Komac,Near,,,,,,,,,,77.0,-522.0,Crosscourt,Forehand,,,,,,,,,,-83.0,360.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
30-40,5-2,1-0,,5952107,,,124,,4,Deuce,Motka Komac,Near,,,,,,,,,,-126.0,509.0,Crosscourt,Forehand,,,,,,,,,,61.0,-336.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
30-40,5-2,1-0,,5953689,,,124,,5,Deuce,Motka Komac,Near,,,,,,,,,,88.0,-525.0,Crosscourt,Forehand,,,,,,,,,,-91.0,381.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
30-40,5-2,1-0,,5955042,,,124,,6,Deuce,Motka Komac,Near,,,,,,,,,,-112.0,520.0,Down the Line,Forehand,,,,,,,,,,-112.0,-192.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
30-40,5-2,1-0,,5956539,,,124,,7,Ad,Motka Komac,Near,,,,,,,,,,-99.0,-514.0,Crosscourt,Backhand,,,,,,,,,,2.0,368.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
30-40,5-2,1-0,,5958092,1.0,,124,,8,Ad,Motka Komac,Near,,,,,,,,,,80.0,517.0,Crosscourt,Forehand,,,,,,,,,,-187.0,-248.0,,1.0,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,Motka Komac,1,,
0-0,5-3,1-0,1.0,5983753,,,125,,1,Deuce,Elise Wagle,Far,1.0,Wide,109.0,-233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,1st Serve In,Wide
0-0,5-3,1-0,,5994811,,,125,,2,Deuce,Elise Wagle,Far,,,,,,,,,,149.0,-509.0,Down the Line,Forehand,,,,,,,,,,26.0,389.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
0-0,5-3,1-0,,5996073,,,125,,3,Deuce,Elise Wagle,Far,,,,,,,,,,-27.0,514.0,Crosscourt,Backhand,,,,,,,,,,48.0,-290.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
0-0,5-3,1-0,,5997534,,,125,,4,Deuce,Elise Wagle,Far,,,,,,,,,,24.0,-533.0,Crosscourt,Forehand,,,,,,,,,,-14.0,397.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
0-0,5-3,1-0,,5999054,,,125,,5,Ad,Elise Wagle,Far,,,,,,,,,,24.0,554.0,Crosscourt,Forehand,,,,,,,,,,-123.0,-290.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
0-0,5-3,1-0,,6000451,,,125,,6,Ad,Elise Wagle,Far,,,,,,,,,,-179.0,-528.0,Down the Line,Backhand,,,,,,,,,,-24.0,261.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
0-0,5-3,1-0,,6001845,,,125,,7,Ad,Elise Wagle,Far,,,,,,,,,,29.0,509.0,Crosscourt,Forehand,,,,,,,,,,-40.0,-269.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
0-0,5-3,1-0,,6003344,1.0,,125,,8,Ad,Elise Wagle,Far,,,,,,,,,,-83.0,-525.0,Down the Line,Forehand,,,,,,,,,,-184.0,402.0,,,1.0,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,Elise Wagle,1,,
15-0,5-3,1-0,1.0,6004987,,,126,,1,Ad,Elise Wagle,Far,1.0,Body,-99.0,-103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,1st Serve In,Body
15-0,5-3,1-0,,6028252,1.0,,126,,2,Ad,Elise Wagle,Far,,,,,,,,,,-179.0,-496.0,Crosscourt,Backhand,,,,,,,,,,184.0,325.0,,1.0,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,Elise Wagle,1,,
30-0,5-3,1-0,1.0,6029609,,,127,,1,Deuce,Elise Wagle,Far,1.0,Body,80.0,-161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,1st Serve In,Body
30-0,5-3,1-0,,6058534,,,127,,2,Deuce,Elise Wagle,Far,,,,,,,,,,101.0,-480.0,Down the Line,Forehand,,,,,,,,,,26.0,93.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
30-0,5-3,1-0,,6059755,1.0,,127,,3,Ad,Elise Wagle,Far,,,,,,,,,,21.0,171.0,Crosscourt,Backhand,,1.0,,,,,,,,-283.0,-544.0,,1.0,,,1.0,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,Motka Komac,1,,
30-15,5-3,1-0,1.0,6061647,,,128,,1,Ad,Elise Wagle,Far,0.0,T,103.0,2.0,1.0,Body,65.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,2nd Serve In,Body
30-15,5-3,1-0,,6103007,,,128,,2,Ad,Elise Wagle,Far,,,,,,,,,,-139.0,-526.0,Crosscourt,Backhand,,,,,,,,,,42.0,348.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
30-15,5-3,1-0,,6104937,,,128,,3,Ad,Elise Wagle,Far,,,,,,,,,,128.0,510.0,Crosscourt,Forehand,,,,,,,,,,-38.0,-292.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
30-15,5-3,1-0,,6105993,,,128,,4,Ad,Elise Wagle,Far,,,,,,,,,,-54.0,-518.0,Crosscourt,Backhand,,,,,,,,,,37.0,377.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
30-15,5-3,1-0,,6107535,,,128,,5,Ad,Elise Wagle,Far,,,,,,,,,,64.0,529.0,Crosscourt,Forehand,,,,,,,,,,-104.0,-108.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
30-15,5-3,1-0,,6109787,,,128,,6,Ad,Elise Wagle,Far,,,,,,,,,,-189.0,-526.0,Crosscourt,Backhand,,,,,,,,,,77.0,225.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
30-15,5-3,1-0,,6111326,,,128,,7,Ad,Elise Wagle,Far,,,,,,,,,,112.0,478.0,Crosscourt,Backhand,,,,,,,,,,-22.0,-337.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
30-15,5-3,1-0,,6112340,1.0,,128,,8,Ad,Elise Wagle,Far,,,,,,,,,,-38.0,-508.0,Down the Line,Forehand,,,,,,,,,,-150.0,358.0,1.0,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,Motka Komac,0,,
30-30,5-3,1-0,1.0,6113969,,,129,,1,Deuce,Elise Wagle,Far,1.0,T,48.0,-233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,1st Serve In,T
30-30,5-3,1-0,,6145675,1.0,,129,,2,Deuce,Elise Wagle,Far,,,,,,,,,,104.0,-496.0,Crosscourt,Backhand,,,,,,,,,1.0,-160.0,474.0,,,1.0,,1.0,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,Elise Wagle,1,,
40-30,5-3,1-0,1.0,6148559,,,130,,1,Ad,Elise Wagle,Far,0.0,T,-51.0,1.0,1.0,Wide,-152.0,-229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,2nd Serve In,Wide
40-30,5-3,1-0,,6192885,,,130,,2,Ad,Elise Wagle,Far,,,,,,,,,,-187.0,-349.0,Crosscourt,Backhand,,,,,,,,,,48.0,221.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
40-30,5-3,1-0,,6194703,1.0,,130,,3,Ad,Elise Wagle,Far,,,,,,,,,,98.0,360.0,Down the Line,Forehand,,,,,,,,,,88.0,-354.0,1.0,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,Elise Wagle,0,,
